ThreadID,WindowStartTime(s),0,1,2,3,4,5,6,7,8,9,10,11,12,13
1255,437,7294679808,0,10120448,0,0,0,468473600,3026589696,89175315456,20131328,0,0,0,0,0
1255,537,8335944704,0,0,0,10114304,0,278161920,3300819200,88069338624,0,0,0,0,0,0
1255,637,8141675520,0,13824,0,0,0,341314048,3024951296,88444355584,40408064,0,0,0,0,0
1255,737,13874301696,0,82688,0,0,0,448254976,2924045312,82681223680,70423296,0,0,0,0,0
1255,837,7703384320,0,6912,0,0,0,400270592,2981952768,88886705408,20264192,0,0,0,0,0
1255,937,12299205632,0,31488,0,0,0,446350080,2899206912,84259870464,92206336,0,0,0,0,0
1255,1037,6686649088,0,193280,0,0,0,398932992,2956635904,89911127552,40309504,0,0,0,0,0
1255,1137,11065261056,0,12800,0,0,0,405687808,2533097984,85967232000,6507776,0,0,0,0,0
1255,1237,5938710016,0,0,0,0,0,195151872,953923072,92916258304,0,0,0,0,0,0
1255,1337,15178179072,0,73728,0,0,0,303876608,4329854976,80147291648,18060288,0,0,0,0,0
1255,1437,33644986368,0,0,0,8136192,0,131594496,4690349824,61496247296,20250368,0,0,0,0,0
1255,1537,10917907712,0,0,0,10091008,0,152026624,7095558912,81755860736,48914688,0,0,0,0,0
1255,1637,7474109184,0,0,0,10058496,0,179382016,7842642688,84418823936,68694272,0,0,0,0,0
1255,1737,8027761408,0,0,0,0,0,199838208,1630486528,90143421184,0,0,0,0,0,0
1255,1837,10993905152,0,123136,0,0,0,183765248,2027940864,80534631168,20123392,0,0,0,0,0
20922,532,0,0,0,0,0,0,0,3945728,26077440,0,0,0,0,0,0
20931,627,0,0,0,0,0,0,0,1202944,16890112,0,0,0,0,0,0
1350,014,3175408640,0,0,0,0,0,147210752,3950995712,92296068864,433433856,0,447744,0,0,0
1350,114,3633874944,0,0,0,0,0,90031104,4147704320,92119447040,0,0,260096,0,0,0
1350,214,2453252352,0,0,0,0,0,132331520,4077567232,93324531456,10011392,0,77824,0,0,0
1350,314,2420508416,0,36352,0,0,0,163210496,4210362368,93192864000,10112512,0,122112,0,0,0
1350,414,2891784704,0,0,0,0,0,39927552,4145737472,92921440000,0,0,295424,0,0,0
1350,514,3050626048,0,0,0,0,0,37493504,4082174208,92817988352,10063360,0,164864,0,0,0
1350,614,3288810240,0,7424,0,0,0,150537728,3950226432,92614575104,0,0,0,0,0,0
1350,714,3393814528,0,6400,0,0,0,141735680,4027742720,92426932992,0,0,279296,0,0,0
1350,814,2300866816,0,0,0,0,0,154078464,4161557504,93228742912,149451008,0,214528,0,0,0
1350,914,3959256832,0,0,0,0,0,267948032,3993574656,91719990528,61867520,0,157184,0,0,0
1350,1014,4335593984,0,0,0,0,0,252099584,3965021184,91450602496,0,0,212480,0,0,0
1350,1114,3123342336,0,12800,0,0,0,141266176,3837293056,92883871744,0,0,0,0,0,0
1350,1214,2390732288,0,0,0,0,0,47526656,1227977216,96332581376,0,0,0,0,0,0
1350,1314,4489144064,0,0,0,0,0,74951936,3931513344,91485450240,10000896,0,246784,0,0,0
1350,1414,21335506432,0,0,0,0,0,107774720,6602030848,71952804608,0,0,0,0,0,0
1350,1514,3510582272,0,0,0,0,0,44648448,6080261376,90342509312,8655616,0,174848,0,0,0
1350,1614,2034420736,0,0,0,0,0,91104512,10905303040,86967313152,0,0,276224,0,0,0
1350,1714,2665266944,0,0,0,26324480,0,16642560,2614086656,94525289728,0,0,152969472,0,0,0
1350,1814,2283240704,0,0,0,0,0,109295872,2257230592,95346923776,0,0,251392,0,0,0
1350,1914,388362752,0,0,0,571459328,0,15989248,1134897664,24130039808,0,0,0,0,0,0
20975,1090,0,0,0,0,0,0,0,1909760,16367872,0,0,0,0,0,0
21099,1473,12125440,0,0,0,0,0,0,1873152,14480896,0,0,0,0,0,0
20957,907,0,0,0,0,0,0,0,1509632,24040448,0,0,0,0,0,0
1331,017,18066942464,0,15360,0,0,0,115286784,2408140544,79387837440,17159936,0,0,0,0,0
1331,117,25666179840,0,0,0,0,0,161839872,2355936256,71773364736,40078080,0,0,0,0,0
1331,217,18556988416,0,0,0,0,0,175759872,2702197760,78534722560,20446208,0,0,0,0,0
1331,317,20085338624,0,39424,0,0,0,305878528,2496661760,77102215424,10112512,0,0,0,0,0
1331,417,17748771072,0,0,0,0,0,221892864,2774621184,79249668864,0,0,0,0,0,0
1331,517,16979751424,0,0,0,0,0,193333248,2815278848,79991385344,10063360,0,0,0,0,0
1331,617,21829941760,0,13824,0,0,0,205175040,2379268096,75570120704,10112256,0,0,0,0,0
1331,717,25255094016,0,0,0,0,0,162338816,2779320832,71914632448,20110592,0,0,0,0,0
1331,817,19662491904,0,6912,0,0,0,334229760,2584850944,77289417472,20087552,0,0,0,0,0
1331,917,17305361920,0,31488,0,0,0,471266304,2747414016,79377000192,62068736,0,0,0,0,0
1331,1017,16336064512,0,124672,0,0,0,292684288,2826552064,80503456768,40342016,0,0,0,0,0
1331,1117,21278811136,0,81408,0,0,0,259837184,2576430336,75861666560,16578304,0,0,0,0,0
1331,1217,20397378048,0,0,0,0,0,126173696,1006539264,78466251008,0,0,0,0,0,0
1331,1317,34545812480,0,73728,0,0,0,188053760,2363119872,62875752448,6023424,0,0,0,0,0
1331,1417,50431466496,0,0,0,0,0,1483513344,3935648512,44143058432,10040576,0,0,0,0,0
1331,1517,26376019456,0,12032,0,0,0,179886336,4575497216,68819273728,29014784,0,0,0,0,0
1331,1617,21372910080,0,0,0,10058496,0,92547328,8612381952,69916871424,0,0,0,0,0,0
1331,1717,20787933952,0,0,0,0,0,143862016,1788545536,77099259392,20109824,0,0,0,0,0
1331,1817,21290158592,0,22784,0,0,0,266633984,1623540992,76859466496,10027520,0,0,0,0,0
1331,1917,3035140864,0,0,0,0,0,28262656,584271104,18676256512,10095872,0,0,0,0,0
21117,1646,0,0,0,0,0,0,0,1784832,17545216,0,0,0,0,0,0
20877,063,0,0,0,0,0,0,0,1489152,7369984,0,0,0,0,0,0
1398,037,12240989440,0,1280,0,0,0,227414272,2926574336,84552726272,53437696,0,0,0,0,0
1398,137,5625043968,0,0,0,0,0,311152640,3099758336,90912636928,40078080,0,0,0,0,0
1398,237,7324945920,0,36352,0,0,0,366975744,3114344960,89117020416,59703808,0,0,0,0,0
1398,337,15524321536,0,3072,0,10113024,0,359352576,2498620160,81556931328,43380992,0,0,0,0,0
1398,437,7280433920,0,16384,0,0,0,355648000,2934845952,89404223232,20131328,0,0,0,0,0
1398,537,12720337920,0,0,0,10114304,0,250286336,2891361280,84121442816,0,0,0,0,0,0
1398,637,6795340544,0,13824,0,0,0,274654464,2990620672,89891804416,40408064,0,0,0,0,0
1398,737,7672832512,0,82688,0,0,0,344527360,3110365184,88799289344,70423296,0,0,0,0,0
1398,837,10419582976,0,6912,0,0,0,373244928,2968898048,86210436096,20264192,0,0,0,0,0
1398,937,10645169408,0,31488,0,0,0,474616576,2887668224,85897632000,92206336,0,0,0,0,0
1398,1037,9084698624,0,193280,0,0,0,394389760,2870863872,87603799552,40309504,0,0,0,0,0
1398,1137,5869424640,0,12800,0,0,0,334558720,2777700864,90989215744,6507776,0,0,0,0,0
1398,1237,8454684672,0,0,0,0,0,276865280,925701120,90346637824,0,0,0,0,0,0
1398,1337,33658770944,0,73728,0,0,0,255593216,3671582464,62383597312,8059392,0,0,0,0,0
1398,1437,25584180224,0,11090176,0,8136192,0,164722432,4791865856,69420538368,10259712,0,0,0,0,0
1398,1537,12162819584,0,0,0,10091008,0,153027328,6986192128,80630835712,38882048,0,0,0,0,0
1398,1637,13581240064,0,0,0,10058496,0,295666432,7366863360,78679688192,60217856,0,0,0,0,0
1398,1737,16567306240,0,0,0,0,0,166465280,1461596160,81642084608,11276288,0,0,0,0,0
1398,1837,8641596928,0,127232,0,0,0,219702528,1617817344,68438052864,20038656,0,0,0,0,0
20903,329,0,0,0,0,0,0,0,2045184,16069888,0,0,0,0,0,0
20999,1272,0,0,0,0,0,0,0,1325312,13897984,0,0,0,0,0,0
20874,034,0,0,0,0,0,0,0,1030656,12652800,0,0,0,0,0,0
20962,954,0,0,0,0,0,0,0,2419200,4929536,0,0,0,0,0,0
20930,624,446163712,0,0,0,0,0,0,5302784,25510400,0,0,0,0,0,0
20936,694,0,0,0,0,0,0,0,2016768,26903296,0,0,0,0,0,0
1370,015,21286333440,0,14080,0,0,0,148330752,2510736384,75687744768,362351616,0,0,0,0,0
1370,115,22843746304,0,1280,0,0,0,4497358336,2506928128,70114797312,30022656,0,0,0,0,0
1370,215,18960493824,0,0,0,0,0,183731712,2621725184,78220839936,10011392,0,0,0,0,0
1370,315,21527917824,0,3072,0,0,0,226485760,2282675968,75893829120,59388928,0,0,0,0,0
1370,415,21978256640,0,16384,0,10113024,0,211796992,2409568512,75366840320,13169408,0,0,0,0,0
1370,515,19873561856,0,0,0,10114304,0,264357376,2578408448,77258151680,10063360,0,0,0,0,0
1370,615,21042572288,0,13824,0,0,0,179727360,2528138240,76243136256,0,0,0,0,0,0
1370,715,22976916736,0,0,0,0,0,230907648,2467480320,74396571648,50394624,0,0,0,0,0
1370,815,23048305920,0,6912,0,0,0,295774464,2577683456,73938584832,10088448,0,309760,0,0,0
1370,915,21829920512,0,31488,0,0,0,257971456,2520351488,75355059712,26758912,0,0,0,0,0
1370,1015,18761527296,0,49664,0,0,0,263564800,2996009216,77953560320,20220672,0,0,0,0,0
1370,1115,21776852224,0,81408,0,0,0,921548800,2325941760,74956028672,16578304,0,0,0,0,0
1370,1215,19179256320,0,0,0,0,0,208437504,918765568,79688631296,0,0,0,0,0,0
1370,1315,29273489408,0,73728,0,0,0,114282240,2622959616,67971985152,6023424,0,0,0,0,0
1370,1415,46622446848,0,0,0,8136192,0,139161344,4707872000,48547996160,20031232,0,0,0,0,0
1370,1515,23145977856,0,12032,0,0,0,253018112,4600479744,71927458304,18780160,0,0,0,0,0
1370,1615,21480717312,0,0,0,10058496,0,188545024,8693708800,69604957440,10009344,0,0,0,0,0
1370,1715,21995585024,0,0,0,0,0,294474240,1768963840,75768783104,10095872,0,0,0,0,0
1370,1815,24003497984,0,123136,0,0,0,221895936,1916091648,73837820160,20038656,0,0,0,0,0
1370,1915,3537720064,0,0,0,571732480,0,98053376,773063680,18788168704,10095872,0,0,0,0,0
21011,1373,0,0,0,0,0,0,0,643584,5092352,0,0,0,0,0,0
1402,019,13981109504,0,15360,0,0,0,403039744,2798403072,82777888512,37346816,0,0,0,0,0
1402,119,13776099072,0,0,0,0,0,267689728,2956190976,82940357376,50095360,0,0,0,0,0
1402,219,11723366144,0,0,0,0,0,292183040,2972258304,84958878976,10434816,0,0,0,0,0
1402,319,21114756096,0,39424,0,0,0,466168832,2244413952,76108457216,59388928,0,0,0,0,0
1402,419,8582796288,0,16384,0,10113024,0,414529792,2902832384,88073985536,3079168,0,0,0,0,0
1402,519,7871244288,0,0,0,10114304,0,403620608,3189005056,88502253312,20131328,0,0,0,0,0
1402,619,10751362816,0,13824,0,0,0,391365120,2799913472,86011382528,40408064,0,0,0,0,0
1402,719,10184032768,0,82688,0,0,0,453582336,3150025728,86156229376,50394624,0,0,0,0,0
1402,819,18239354880,0,6912,0,0,0,396813824,2638332416,78687361792,30263296,0,0,0,0,0
1402,919,12406074624,0,31488,0,0,0,607687424,2968458496,84071481856,72084992,0,0,0,0,0
1402,1019,6593772800,0,124672,0,0,0,413543936,2888696832,89923633152,50360320,0,0,0,0,0
1402,1119,6697257728,0,81408,0,0,0,233866496,3082886400,89947444224,16578304,0,0,0,0,0
1402,1219,11164568064,0,0,0,0,0,189485568,979449088,87670044416,0,0,0,0,0,0
1402,1319,13339985664,0,0,0,0,0,295914752,3393489152,82931666944,12036864,0,0,0,0,0
1402,1419,40973876736,0,0,0,0,0,92796672,4589352192,54330678272,9990656,0,0,0,0,0
1402,1519,9786515200,0,0,0,10091008,0,247327744,5568722432,84326873856,39101184,0,0,0,0,0
1402,1619,15057256960,0,0,0,10058496,0,255044352,8933332736,75732616960,10009344,0,0,0,0,0
1402,1719,16811819008,0,0,0,0,0,348954368,1518989568,81316869632,23211264,0,0,0,0,0
1402,1819,14231842816,0,123136,0,0,0,175363072,1833602048,81356654848,10027520,0,0,0,0,0
2628,017,2948205824,0,0,0,0,0,159406080,3851185408,92605075456,433433856,0,0,0,0,0
2628,117,3784808448,0,0,0,0,0,104772096,3961177088,92141002752,9995264,0,0,0,0,0
2628,217,2984236800,0,0,0,0,0,127757824,4128891648,92741063936,10011392,0,0,0,0,0
2628,317,4584713984,0,36352,0,0,0,189020672,4063237120,91150823424,10112512,0,0,0,0,0
2628,417,2760936960,0,0,0,0,0,46715648,4258313216,92935382528,0,0,0,0,0,0
2628,517,2968625664,0,0,0,0,0,165231360,4163173120,92685923328,10063360,0,69632,0,0,0
2628,617,4436193792,0,13824,0,0,0,183859200,3890161408,91484542976,0,0,0,0,0,0
2628,717,3719162624,0,0,0,0,0,108698624,4276366336,91895221248,0,0,0,0,0,0
2628,817,4072154624,0,0,0,0,0,142861056,4003511808,91576333568,201595136,0,0,0,0,0
2628,917,4518717952,0,0,0,0,0,311547648,3897090048,91249799424,20093952,0,0,0,0,0
2628,1017,5280317952,0,0,0,0,0,230868480,3665058816,90817502976,10088704,0,0,0,0,0
2628,1117,2895339264,0,12800,0,0,0,141391104,3963991552,92989103872,0,0,0,0,0,0
2628,1217,4048716544,0,0,0,0,0,47526656,1239017216,94672183552,0,0,0,0,0,0
2628,1317,4907945216,0,0,0,0,0,89078784,4188001792,90787613952,10000896,0,0,0,0,0
2628,1417,10288769280,0,0,0,8136192,0,118344448,6585344768,82987396352,10040576,0,0,0,0,0
2628,1517,3164124416,0,0,0,0,0,34435840,6384472064,90392786688,8655616,0,0,0,0,0
2628,1617,4806273280,0,0,0,0,0,93960448,10188584192,84902126336,8476416,0,0,0,0,0
2628,1717,2982639616,0,0,0,26324480,0,56213248,2495783168,94280181248,11276288,0,0,0,0,0
2628,1817,5193478400,0,0,0,0,0,131845632,2307789568,92362949120,0,0,0,0,0,0
2628,1917,255754240,0,0,0,571732480,0,8796672,906107136,17030120448,0,0,0,0,0,0
19916,018,3391158528,0,0,0,0,0,155276544,4004227840,91997790208,450593792,0,0,0,0,0
19916,118,4809352960,0,0,0,0,0,117862400,3903161856,91165216768,0,0,0,0,0,0
19916,218,5110790144,0,0,0,0,0,159622656,4053571584,90665414656,10011392,0,0,0,0,0
19916,318,4530666496,0,36352,0,0,0,325455360,4091702528,91037599488,10112512,0,0,0,0,0
19916,418,3829961472,0,0,0,0,0,83036160,3988567040,92092147968,0,0,0,0,0,0
19916,518,3786968320,0,0,0,0,0,37493504,4082647296,92080513280,10063360,0,0,0,0,0
19916,618,5940502272,0,13824,0,0,0,198850304,3770242816,90067841024,20188672,0,0,0,0,0
19916,718,3596294400,0,0,0,0,0,296116480,4216282112,91886771456,0,0,0,0,0,0
19916,818,2563686912,0,0,0,0,0,135844608,4122530304,92988042240,191586816,0,0,0,0,0
19916,918,3060273152,0,0,0,0,0,278525696,4061423616,92571255040,20093952,0,0,0,0,0
19916,1018,4769572608,0,0,0,0,0,220590080,3711989504,91274668544,20121344,0,0,0,0,0
19916,1118,2584442368,0,12800,0,0,0,167789568,3806294016,93444740608,0,0,0,0,0,0
19916,1218,2658425088,0,0,0,0,0,47526656,1217870848,96069175296,0,0,0,0,0,0
19916,1318,8134105856,0,0,0,0,0,105925632,4125274112,87606783744,18060288,0,0,0,0,0
19916,1418,9510264832,0,247296,0,0,0,118344448,6457078528,83953415680,0,0,0,0,0,0
19916,1518,2591886336,0,0,0,0,0,35259648,6423171584,90885507328,8874752,0,0,0,0,0
19916,1618,3077431808,0,0,0,10058496,0,100540160,10365522176,86446749440,0,0,0,0,0,0
19916,1718,3565256704,0,0,0,26324480,0,18646272,3435112448,92796410624,0,0,0,0,0,0
19916,1818,2168624640,0,0,0,0,0,133917696,2405980160,95297061376,0,0,0,0,0,0
19916,1918,248781824,0,0,0,571732480,0,8796672,936402688,18851982848,0,0,0,0,0,0
1230,019,7137383936,0,15360,0,0,0,367127296,2973317632,89474889984,43420416,0,0,0,0,0
1230,119,12479755264,0,0,0,0,0,198942976,2745014272,84523120640,50095360,0,0,0,0,0
1230,219,5507886592,0,0,0,0,0,271096832,3160921856,91029097984,10434816,0,0,0,0,0
1230,319,5484861952,0,39424,0,0,0,309314048,2996155136,91134494976,69469184,0,0,0,0,0
1230,419,4832127744,0,16384,0,10113024,0,361287680,3016004864,91762352128,13169408,0,0,0,0,0
1230,519,9994214400,0,0,0,10114304,0,403620608,3092465664,86471954688,20131328,0,0,0,0,0
1230,619,7101235712,0,13824,0,0,0,325830400,3044852224,89479717376,40408064,0,0,0,0,0
1230,719,9719665920,0,0,0,0,0,500696832,3135182848,86598418176,50394624,0,0,0,0,0
1230,819,10107100672,0,6912,0,0,0,378309632,2990163712,86469529856,40292864,0,0,0,0,0
1230,919,12529880832,0,31488,0,0,0,613082368,3066821632,83730128128,72084992,0,0,0,0,0
1230,1019,6720659200,0,124672,0,0,0,406614016,2801973760,89992622336,53073408,0,0,0,0,0
1230,1119,5661227776,0,81408,0,0,0,247108096,3034901760,91038733824,16578304,0,0,0,0,0
1230,1219,14078759168,0,0,0,0,0,186679040,948336384,84827297792,0,0,0,0,0,0
1230,1319,19695560192,0,0,0,0,0,234251520,3007415040,76985878784,10000896,0,0,0,0,0
1230,1419,38134341120,0,11090176,0,8136192,0,260286464,4693117696,56874655488,14507008,0,0,0,0,0
1230,1519,5330369792,0,0,0,10091008,0,198407424,5876930304,88512724992,49133824,0,0,0,0,0
1230,1619,6639982336,0,0,0,10058496,0,196598784,9532005376,83571142400,48584448,0,0,0,0,0
1230,1719,4484991488,0,0,0,0,0,212000000,1986536448,93274412032,31386112,0,0,0,0,0
1230,1819,10087796480,0,127232,0,0,0,214856960,2039047424,87638085376,20038656,0,0,0,0,0
1230,1919,1761461248,0,0,0,0,0,92395264,363022848,8949942528,10095872,0,0,0,0,0
1338,015,16104493312,0,14080,0,0,0,73989632,2668895232,81141296384,7048448,0,0,0,0,0
1338,115,17758673408,0,1280,0,0,0,144873728,2706555648,79340010752,40078080,0,0,0,0,0
1338,215,15460702208,0,0,0,0,0,131446272,2596865792,81750184960,10011392,0,0,0,0,0
1338,315,17628464128,0,39424,0,0,0,299772928,2307132928,79696981760,59388928,0,0,0,0,0
1338,415,17458631936,0,16384,0,10113024,0,120845056,2485869568,79861238272,3079168,0,0,0,0,0
1338,515,15239380224,0,0,0,10114304,0,213694976,2654804224,81864212992,10063360,0,0,0,0,0
1338,615,20590581504,0,13824,0,0,0,171770624,2279820800,76949415936,0,0,0,0,0,0
1338,715,17420677120,0,0,0,0,0,345530368,2598380288,79726208000,30242048,0,0,0,0,0
1338,815,18473446144,0,6912,0,0,0,103145728,2768342528,78485301504,30095872,0,0,0,0,0
1338,915,18042425600,0,0,0,0,0,361245440,2812959488,78725845760,46353408,0,0,0,0,0
1338,1015,17394888704,0,124672,0,0,0,178206208,2588808448,79789780480,47928832,0,0,0,0,0
1338,1115,19002166016,0,81408,0,0,0,906738944,2504209664,77547676160,16578304,0,0,0,0,0
1338,1215,13373515776,0,0,0,0,0,103613184,868072960,85651307520,0,0,0,0,0,0
