ThreadID,WindowStartTime(s),Variance
19916,918.6323824,10064785024096.852
19916,1018.6323824,12275786603836.945
19916,1118.6323824,8744748588278.388
19916,1218.6323824,11419124271303.148
19916,1318.6323824,13307571142135.67
19916,1418.6323824,5259354401837.433
19916,1518.6323824,717229448013.2797
19916,1618.6323824,189350363322.00162
19916,1718.6323824,23261359293624.082
19916,1818.6323824,22658699293615.656
1230,019.5029979,14440447831554.615
1230,119.5029979,24210569347367.715
1230,219.5029979,12803234864540.412
1230,319.5029979,12750616135615.248
1230,419.5029979,11762585218026.377
1230,519.5029979,20817613329461.45
1230,619.5029979,14982765931115.932
1230,719.5029979,20810337135903.06
1230,819.5029979,19856479802481.977
1230,919.5029979,24217236478045.33
1230,1019.5029979,16175136933880.11
1230,1119.5029979,13226722356158.953
1230,1219.5029979,28354416059251.266
1230,1319.5029979,29161975954777.176
1230,1419.5029979,37616234592852.516
1230,1519.5029979,1159589840320.051
1230,1619.5029979,670465514263.9749
1230,1719.5029979,16134774035177.422
1230,1819.5029979,21835948993033.816
1338,015.5167055,29956321082034.49
1338,115.5167055,35184939528760.414
1338,215.5167055,28641545295218.5
1338,315.5167055,31532319647011.035
1338,415.5167055,34302594014994.812
1338,515.5167055,27648566217251.52
1338,615.5167055,40871430583192.625
1338,715.5167055,35969624420257.47
1338,815.5167055,54534021127813.93
1338,915.5167055,33946094329061.06
1338,1015.5167055,33632759670633.78
1338,1115.5167055,43661982391713.18
1338,1215.5167055,27123733887750.47
1338,1315.5167055,20821044934718.55
1338,1415.5167055,37931141876213.35
1338,1515.5167055,4444577143278.988
1338,1615.5167055,1325687741429.6355
1338,1715.5167055,47404866486187.734
1338,1815.5167055,46659902609120.43
1267,015.6284974,11123526322207.764
1267,115.6284974,8267304541735.993
1267,215.6284974,9487925105342.336
1267,315.6284974,8970702479587.336
1267,415.6284974,13338350809998.729
1267,515.6284974,9216486569506.46
1267,615.6284974,12032359023794.2
1267,715.6284974,11959762507806.55
1267,815.6284974,8782935616510.283
1267,915.6284974,10684419114969.41
1267,1015.6284974,11274419854750.21
1267,1115.6284974,12680166202360.83
1267,1215.6284974,12726602015293.934
1267,1315.6284974,5174652825667.872
1267,1415.6284974,4878316748944.828
1267,1515.6284974,1602021744186.7175
1267,1615.6284974,271589206350.86884
1267,1715.6284974,19376165041451.27
1267,1815.6284974,26993840117739.83
8679,015.5223012,12870594028964.549
8679,115.5223012,225518836042007.22
8679,215.5223012,17196248993559.252
8679,315.5223012,11127586026227.756
8679,415.5223012,12189002335119.479
8679,515.5223012,11743870704104.617
8679,615.5223012,10606708287936.951
8679,715.5223012,12446251617582.459
8679,815.5223012,8285089217587.86
8679,915.5223012,14384550116615.73
8679,1015.5223012,11337507729740.182
8679,1115.5223012,13629379162000.209
8679,1215.5223012,11214497980337.629
8679,1315.5223012,7561072136729
8679,1415.5223012,10144649934990.71
8679,1515.5223012,1039170310117.9172
8679,1615.5223012,291698488527.2834
8679,1715.5223012,16843570618076.773
8679,1815.5223012,21489406399551.926
20665,017.6317577,13183603456757.527
20665,117.6317577,8910440528650.559
20665,217.6317577,8076449433560.955
20665,317.6317577,10580287949741.74
20665,417.6317577,8900506926063.22
20665,517.6317577,9453051186922.46
20665,617.6317577,10673383188668.316
20665,717.6317577,12930900126422.016
20665,817.6317577,8759259511827.225
20665,917.6317577,10727565393553.014
20665,1017.6317577,13769137118260.408
20665,1117.6317577,10571122739035.064
20665,1217.6317577,12247254539480.283
20665,1317.6317577,6478529525044.289
20665,1417.6317577,12641276867495.36
20665,1517.6317577,1095267945529.5042
20665,1617.6317577,272433444377.55923
20665,1717.6317577,21642321605916.414
20665,1817.6317577,19172595956108.71
1196,014.2964985,6087253834225.307
1196,114.2964985,5767105279937.46
1196,214.2964985,6050937418778.664
1196,314.2964985,7544364085934.364
1196,414.2964985,7461766267744.343
1196,514.2964985,6282226432671.084
1196,614.2964985,6114962794998.48
1196,714.2964985,7155350972060.507
1196,814.2964985,5595965093615.337
1196,914.2964985,5980145829506.9
1196,1014.2964985,6048378573533.2
1196,1114.2964985,6071574122979.898
1196,1214.2964985,9548150606975.469
1196,1314.2964985,3977006148488.4707
1196,1414.2964985,939273784487.6454
1196,1514.2964985,558940070752.9729
1196,1614.2964985,43756165735.08895
1196,1714.2964985,7124099404593.157
1196,1814.2964985,12229325425312.99
1351,014.3092508,11135451109328.203
1351,114.3092508,10283900899400.742
1351,214.3092508,7843975665907.366
1351,314.3092508,9180233852975.164
1351,414.3092508,8895417933187.674
1351,514.3092508,9301326769882.186
1351,614.3092508,11384705402581.836
1351,714.3092508,9765689143550.994
1351,814.3092508,9827684144858.6
1351,914.3092508,12173250018594.338
1351,1014.3092508,9849476346239.54
1351,1114.3092508,10395912541492.54
1351,1214.3092508,12902683512561.592
1351,1314.3092508,8349110653962.283
1351,1414.3092508,21326384367417
1351,1514.3092508,1403355532475.6958
1351,1614.3092508,328334536251.2252
1351,1714.3092508,16821475881423.408
1351,1814.3092508,25497576563059.25
1355,017.422001,46144661507217.945
1355,117.422001,43499736476037.7
1355,217.422001,36771850418976.49
1355,317.422001,43206250568818.945
1355,417.422001,40518707668263.13
1355,517.422001,31973298975678.684
1355,617.422001,52874775855231.79
1355,717.422001,45585630849941.62
1355,817.422001,38001278142215.19
1355,917.422001,47317182356305.1
1355,1017.422001,43651517777721.28
1355,1117.422001,38759135035112.57
1355,1217.422001,37535789069386.85
1355,1317.422001,24883155501701.2
1355,1417.422001,90337964344113.1
1355,1517.422001,4870900875650.183
1355,1617.422001,2101986430419.4202
1355,1717.422001,63844509901941.01
1355,1817.422001,58247116285803.734
1275,017.681929,18594433016589.832
1275,117.681929,252168160957341.1
1275,217.681929,12915880762130.545
1275,317.681929,16891034105491.215
1275,417.681929,21837112346563.82
1275,517.681929,18589820433065.145
1275,617.681929,22139749393941.57
1275,717.681929,13590671501617.045
1275,817.681929,17801664443415.195
1275,917.681929,22081121651751.02
1275,1017.681929,20541118637671.33
1275,1117.681929,25602804138960.324
1275,1217.681929,22949457400806.09
1275,1317.681929,13392170246556.316
1275,1417.681929,30005842498344.707
1275,1517.681929,2688121433436.097
1275,1617.681929,695461275470.5153
1275,1717.681929,43679894539759.87
1275,1817.681929,33321851768983.38
1414,019.5566933,18686057721669.85
1414,119.5566933,37474311017154.21
1414,219.5566933,31137244433267.727
1414,319.5566933,19187580724614.58
1414,419.5566933,22998501597128.133
1414,519.5566933,20183254336284.082
1414,619.5566933,26435931868656.863
1414,719.5566933,23250905078719.152
1414,819.5566933,80958696919070.64
1414,919.5566933,17892970318041.406
1414,1019.5566933,14767148533800.656
1414,1119.5566933,11388793387194.416
1414,1219.5566933,22617794964957.83
1414,1319.5566933,7337170860441814
1414,1419.5566933,18892094849169.562
1414,1519.5566933,1607295006344.8042
1414,1619.5566933,1006609919601.16
1414,1719.5566933,40850074201068.12
1414,1819.5566933,21077596455333.203
1394,037.5859222,22951638658255.863
1394,137.5859222,28434570654026.98
1394,237.5859222,24013285731572.9
1394,337.5859222,35792837783149.95
1394,437.5859222,16530687809658.643
1394,537.5859222,13266718174220.994
1394,637.5859222,21401651310583.832
1394,737.5859222,35239411781324.19
1394,837.5859222,84221454595734.66
1394,937.5859222,13070998594311.256
1394,1037.5859222,17740544912213.28
1394,1137.5859222,20182645224860.887
1394,1237.5859222,17169161873728.021
1394,1337.5859222,42568644432930.91
1394,1437.5859222,41727466455000.664
1394,1537.5859222,815083669075.2115
1394,1637.5859222,1136156683786.424
1394,1737.5859222,30160663594348.12
1197,014.2244802,11370705979531.117
1197,114.2244802,8298735865326.35
1197,214.2244802,7799297051921.928
1197,314.2244802,9087702005354.742
1197,414.2244802,8869678305414.316
1197,514.2244802,9221002633920.383
1197,614.2244802,9941003594170.695
1197,714.2244802,9679009524189.52
1197,814.2244802,8216527890930.423
1197,914.2244802,10666430855275.885
1197,1014.2244802,9843063297280.492
1197,1114.2244802,9213102131475.512
1197,1214.2244802,10916392696391.2
1197,1314.2244802,5828468441274.615
1197,1414.2244802,4495047749003.499
1197,1514.2244802,1113419878761.7144
1197,1614.2244802,115466096390.5313
1197,1714.2244802,16768461525065.764
1197,1814.2244802,23680717389681.344
2230,016.6289814,10786116681336.963
2230,116.6289814,8324377165461.159
2230,216.6289814,7844801127364.276
2230,316.6289814,10349835241419.506
2230,416.6289814,9654206053515.756
2230,516.6289814,9961301914268.344
2230,616.6289814,9673807614179.611
2230,716.6289814,16575729828025.799
2230,816.6289814,10691549951207.701
2230,916.6289814,12802677296140.795
2230,1016.6289814,12678111820034.648
2230,1116.6289814,11080324845826.426
2230,1216.6289814,11142620435208.354
2230,1316.6289814,8479323093497.422
2230,1416.6289814,6833514980312.804
2230,1516.6289814,1493284041978.861
2230,1616.6289814,123836962338.31549
2230,1716.6289814,20284616809763.457
2230,1816.6289814,24766955850182.633
2231,018.5170546,10774452983849.348
2231,118.5170546,11917714414128.277
2231,218.5170546,7338671497831.592
2231,318.5170546,10334440417499.312
2231,418.5170546,10421707904337.678
2231,518.5170546,9337155582024.945
2231,618.5170546,10110446611527.19
2231,718.5170546,9975829827029.293
2231,818.5170546,10035281192462.375
2231,918.5170546,11524054340400.16
2231,1018.5170546,9836126894212.559
2231,1118.5170546,9006740817081.754
2231,1218.5170546,13573408785835.51
2231,1318.5170546,5500646861050.226
2231,1418.5170546,5833200196260.529
2231,1518.5170546,1028790984002.9685
2231,1618.5170546,389683076346.1994
2231,1718.5170546,21590898005956.906
2231,1818.5170546,15935537608328.777
1357,018.3950226,19074455269500.785
1357,118.3950226,26060040437905.055
1357,218.3950226,28601500299680.363
1357,318.3950226,22670315715105.113
1357,418.3950226,23571543736641.53
1357,518.3950226,21940063284316.65
1357,618.3950226,19457024651317.062
1357,718.3950226,18064222679259.97
1357,818.3950226,27472867842273.215
1357,918.3950226,16043195561511.492
1357,1018.3950226,19440759676276.99
1357,1118.3950226,32992153579663.05
1357,1218.3950226,21122054313727.496
1357,1318.3950226,12312166634715.354
1357,1418.3950226,24178336459941.22
1357,1518.3950226,1799812160600.7446
1357,1618.3950226,1012436056222.2272
1357,1718.3950226,35519224908432.05
1357,1818.3950226,32792774559978.23
1337,014.5492325,28359333144617.957
1337,114.5492325,35489487125975.03
1337,214.5492325,26970983107041.465
1337,314.5492325,31074120442855.33
1337,414.5492325,35758326935430.24
1337,514.5492325,28012735726251.773
1337,614.5492325,36469098226656.4
1337,714.5492325,27649076805878.066
1337,814.5492325,58712095682692.07
1337,914.5492325,30044679938896.41
1337,1014.5492325,38985478046647.2
1337,1114.5492325,46112449539122.55
1337,1214.5492325,28597222780309.395
1337,1314.5492325,27185815463692.89
1337,1414.5492325,25944269145492.254
1337,1514.5492325,4511885742186.818
1337,1614.5492325,1251162705375.2444
1337,1714.5492325,53197104997559.2
1337,1814.5492325,40292434759194.57
2493,015.5176208,11324016798962.29
2493,115.5176208,13399648650180.248
2493,215.5176208,8137448504724.972
2493,315.5176208,14418717199403.1
2493,415.5176208,13081264950332.357
2493,515.5176208,10495227357611.225
2493,615.5176208,9875910811158.256
2493,715.5176208,12542661053007.139
2493,815.5176208,9862512335417.586
2493,915.5176208,14492225848718.355
2493,1015.5176208,11298473236101.377
2493,1115.5176208,10166830486743.07
2493,1215.5176208,10760804339379.805
2493,1315.5176208,6252088114197.195
2493,1415.5176208,4217653065221.794
2493,1515.5176208,1165978762972.9285
2493,1615.5176208,160567413895.65927
2493,1715.5176208,19039784143671.098
2493,1815.5176208,24009816733105.16
1276,018.3905532,17538345526691.793
1276,118.3905532,176911665745675.06
1276,218.3905532,17993846014160.637
1276,318.3905532,22816961157959.504
1276,418.3905532,27197363446751.457
1276,518.3905532,20567893480657.4
1276,618.3905532,19880792680854.094
1276,718.3905532,18889991465730.523
1276,818.3905532,17630115095072.973
1276,918.3905532,29038122867054.4
1276,1018.3905532,23697141975779.066
1276,1118.3905532,26787233984915.086
1276,1218.3905532,20063850886618.99
1276,1318.3905532,26504181766899.895
1276,1418.3905532,30476748758717.426
1276,1518.3905532,2259782414641.973
1276,1618.3905532,951031450658.7072
1276,1718.3905532,42338404695159.17
1276,1818.3905532,22404590256186.37
1231,019.5558352,19250501044253.664
1231,119.5558352,29257691281066.86
1231,219.5558352,26785583513108.36
1231,319.5558352,33899760140640.203
1231,419.5558352,19040801242501.926
1231,519.5558352,27211311401098.703
1231,619.5558352,37392081861863.18
1231,719.5558352,226593052352180.97
1231,819.5558352,30114016359749.91
1231,919.5558352,20531260407946.473
1231,1019.5558352,19489068175796.066
1231,1119.5558352,18643661017274.492
1231,1219.5558352,25790423580276.465
1231,1319.5558352,24422003587318.625
1231,1419.5558352,21157679461832.94
1231,1519.5558352,1984559652481.0413
1231,1619.5558352,684006924587.9664
1231,1719.5558352,16135521406644.818
1231,1819.5558352,20212394054120.703
2379,018.519775,11838050205875.645
2379,118.519775,8314261988866.093
2379,218.519775,8192472944695.823
2379,318.519775,13077914032674.03
2379,418.519775,8916632868945.145
2379,518.519775,12032585366100.215
2379,618.519775,9642211989141.64
2379,718.519775,8290286704456.16
2379,818.519775,8645602426561.978
2379,918.519775,10708098806305.457
2379,1018.519775,14390118366605.729
2379,1118.519775,9281469086458.059
2379,1218.519775,10274442774477.186
2379,1318.519775,6423984590097.261
2379,1418.519775,5203340214974.904
2379,1518.519775,832382522673.4916
2379,1618.519775,185503044079.2851
2379,1718.519775,23060653732946.445
2379,1818.519775,22846240225912.38
1358,016.946699,36068811626527.89
1358,116.946699,84304448897139.75
1358,216.946699,37816184987366.766
1358,316.946699,34821868196376.027
1358,416.946699,49249740173639.984
1358,516.946699,39609383893044.44
1358,616.946699,42298820772031.52
1358,716.946699,43062633407232.33
1358,816.946699,37406004883760.195
1358,916.946699,25694423891339.457
1358,1016.946699,43637587629384.67
1358,1116.946699,66277450831213.234
1358,1216.946699,41130584241269.98
1358,1316.946699,51342490500743.74
1358,1416.946699,50178737869356.61
1358,1516.946699,4764674491533.173
1358,1616.946699,2636723986519.366
1358,1716.946699,62113202758681.11
1358,1816.946699,48086987455298.84
1369,017.0087302,35881175573941.4
1369,117.0087302,45957874353079.06
1369,217.0087302,42733955156074.766
1369,317.0087302,41838661586672.42
1369,417.0087302,42062293187887.086
1369,517.0087302,40312268214096.19
1369,617.0087302,33568858031869.05
1369,717.0087302,44445048830527.34
1369,817.0087302,42650696535888.74
1369,917.0087302,37174613922583.79
1369,1017.0087302,39758942709346.96
1369,1117.0087302,43561585579535.19
1369,1217.0087302,43555013502937.016
1369,1317.0087302,51947536218316.805
1369,1417.0087302,95854374945924.19
1369,1517.0087302,3862729436388.6567
1369,1617.0087302,1884080962965.6248
1369,1717.0087302,49778071889221.3
1369,1817.0087302,48087313049701.14
1371,016.1461647,40045487647717.445
1371,116.1461647,75027771148343.33
1371,216.1461647,36664606732713.76
1371,316.1461647,38371078537516.055
1371,416.1461647,43602747526349.62
1371,516.1461647,39307706568653.71
1371,616.1461647,43985361198878.21
1371,716.1461647,44052530071149.14
1371,816.1461647,33585550946281.258
1371,916.1461647,50416847910873.41
1371,1016.1461647,38934040791970.05
1371,1116.1461647,51203074532781.44
1371,1216.1461647,44634921799017.77
1371,1316.1461647,40818449962912.93
1371,1416.1461647,61169256997692.484
1371,1516.1461647,4385405394924.524
1371,1616.1461647,2051357260492.0076
1371,1716.1461647,57671765462341.89
1371,1816.1461647,57492724281809.13
1603,037.5854483,26890919982451.36
1603,137.5854483,20572675113579.34
1603,237.5854483,27671536921481.92
1603,337.5854483,17362483142403.475
1603,437.5854483,24163306598903.367
1603,537.5854483,19301053135179.383
1603,637.5854483,19879040168684.555
1603,737.5854483,36691301692917.83
1603,837.5854483,27268544181402.91
1603,937.5854483,32493581290843.89
1603,1037.5854483,28368523018477.9
1603,1137.5854483,21392628840706.824
1603,1237.5854483,18967622260627.047
1603,1337.5854483,33880839582806.418
1603,1437.5854483,42890946181168.07
1603,1537.5854483,1262285329612.5325
1603,1637.5854483,1506229885893.7415
1603,1737.5854483,28723558400948.28
1333,016.5434809,33196546826219.656
1333,116.5434809,76786108842247.02
1333,216.5434809,31759420625300.61
1333,316.5434809,39358056781562.35
1333,416.5434809,38913430138438.82
1333,516.5434809,39337646129913.98
1333,616.5434809,46407556515381.55
1333,716.5434809,52047127978092.46
1333,816.5434809,117173363897164.53
1333,916.5434809,42688818349793.445
1333,1016.5434809,48470377008657
1333,1116.5434809,32805144850895.68
1333,1216.5434809,48815327786484.35
1333,1316.5434809,56278769949587.02
1333,1416.5434809,89677859545064.38
1333,1516.5434809,4571448242080.972
1333,1616.5434809,2041074256236.8342
1333,1716.5434809,69008291223287
1333,1816.5434809,58962332235045.984
1340,015.5163498,28738789821482.07
1340,115.5163498,37124769286199.27
1340,215.5163498,30718039450301.95
1340,315.5163498,35189258878484.35
1340,415.5163498,28378473767792.918
1340,515.5163498,29025594218720.133
1340,615.5163498,37911953753808.086
1340,715.5163498,28018661020521.86
1340,815.5163498,48313950040220.02
1340,915.5163498,30398124377392.39
1340,1015.5163498,34078485627071.58
1340,1115.5163498,41012493801522.24
1340,1215.5163498,29050846519127.25
1340,1315.5163498,22339223089614.203
1340,1415.5163498,22121795282651.71
1340,1515.5163498,4167355906086.3906
1340,1615.5163498,1403617239899.1829
1340,1715.5163498,46753907272720.58
1340,1815.5163498,45931407048055.8
2324,037.5856967,25535726004261.027
2324,137.5856967,13257366268030.777
2324,237.5856967,31103555462278.977
2324,337.5856967,17873678998849.906
2324,437.5856967,17365991621537.803
2324,537.5856967,18007935365640.098
2324,637.5856967,20754555420058.84
2324,737.5856967,221496930759507.34
2324,837.5856967,15183693774339.44
2324,937.5856967,17796288727187.188
2324,1037.5856967,27705121675443.895
2324,1137.5856967,21913864036450.42
2324,1237.5856967,24782492007178.55
2324,1337.5856967,9114513049548.709
2324,1437.5856967,21970787075328.227
2324,1537.5856967,913641394459.3156
2324,1637.5856967,1291821644543.5774
2324,1737.5856967,32290512813690.53
1290,224.5060825,6079346167501.222
1290,324.5060825,6222110649896.384
1290,424.5060825,6300662395428.338
1290,524.5060825,6343942854099.035
1290,624.5060825,6040611377991.138
1290,724.5060825,5832784632709.137
1290,824.5060825,5907307265487.244
1290,924.5060825,5917505416335.762
1290,1024.5060825,6115234014783.47
1290,1124.5060825,6296981861124.765
1290,1224.5060825,7297407116680.395
1290,1324.5060825,2880118384241.928
1353,019.558821,33026714711467.5
1353,119.558821,67901489652557.95
1353,219.558821,31249801790715.562
1353,319.558821,40361532801558.414
1353,419.558821,45712742821133.984
1353,519.558821,33331171384727.137
1353,619.558821,33806496655196.934
1353,719.558821,29516627869313.984
1353,819.558821,32442353726849.08
1353,919.558821,45432632853862.516
1353,1019.558821,40627636337559.15
1353,1119.558821,58337835674266.05
1353,1219.558821,40476857193382.125
1353,1319.558821,45058605440342.73
1353,1419.558821,89652045184659.2
1353,1519.558821,3389662833434.082
1353,1619.558821,2203081382448.9976
1353,1719.558821,61458967159115.18
1353,1819.558821,61490394996890.875
1400,037.5854547,21740472587446.633
1400,137.5854547,21613622533897.555
1400,237.5854547,19328911129216.23
1400,337.5854547,25941097970992.56
1400,437.5854547,15026407694735.879
1400,537.5854547,17001895376481.457
1400,637.5854547,18147395820495.28
1400,737.5854547,221812521080215.44
1400,837.5854547,26130911184078.54
1400,937.5854547,12208465680728.883
1400,1037.5854547,20304191500238.496
1400,1137.5854547,17756842168205.645
1400,1237.5854547,21066738793284.15
1400,1337.5854547,6020543450207727
1400,1437.5854547,23727173057541.918
1400,1537.5854547,994020517238.9879
1400,1637.5854547,1592294049578.9744
1400,1737.5854547,31579431389480.84
1403,037.5854611,14729449477090.742
1403,137.5854611,16658416195049.934
1403,237.5854611,30310880215035.492
1403,337.5854611,36158425487494.805
1403,437.5854611,18144404870449.316
1403,537.5854611,25920339055263.42
1403,637.5854611,30639568161748.63
1403,737.5854611,231240910054873.16
1403,837.5854611,17498586639122.406
1403,937.5854611,22370301389486.684
1403,1037.5854611,25871671246143.26
1403,1137.5854611,20165061168626.14
1403,1237.5854611,15773062874058.074
1403,1337.5854611,47280087104089.234
1403,1437.5854611,32776571453494.074
1403,1537.5854611,1274729434023.5771
1403,1637.5854611,835527902629.9242
1403,1737.5854611,27826542804700.543
1342,016.4806855,36154103997091.945
1342,116.4806855,74084172275212.69
1342,216.4806855,42917234713981.25
1342,316.4806855,44454063668224.125
